,year,neighbourhood,population,% spaniards,% strangers,% w/ higher education,unemployed,total_surface(m2),housing(m2),parking(m2),commerce(m2),industry(m2),offices(m2),education(m2),healthcare(m2),hostelry(m2),sports(m2),religious(m2),entertainment(m2),other_uses(m2),avg_€/month,avg_€/m2,avg_housing(m2),new_contracts_1000_hab,expired_contracts_1000_hab,win_lost_rents_1000_hab,binary_rent_growth_1000_hab
565,2016,la Guineueta,15247.0,92.0,8.0,17.4,998.0,732504,511729,60789,37246,10426,25075,17366,3042,3080,27460.0,110,0.0,36181,625.57,8.7975,71.10770105143507,36.2959516053979,41.8134680582331,-5.517516452835196,0.0
566,2016,la Marina de Port,0.0,86.0,14.0,14.4,1816.0,1710407,952435,265904,102621,61503,61034,27063,14761,12736,40193.0,1721,95941.0,74495,546.6775,8.945,61.11542761319173,39.4931709725193,47.753825900938,-8.260654928418695,0.0
567,2016,la Marina del Prat Vermell,1151.0,91.7,8.3,5.3,125.0,4165907,73728,1376309,244185,2068871,304879,35110,4374,11042,8074.0,155,0.0,39180,360.88,6.96,51.85057471264368,41.1198600174978,62.1172353455818,-20.997375328083997,0.0
568,2016,la Maternitat i Sant Ramon,23980.0,88.7,11.3,37.6,966.0,2485830,968439,313918,108109,101629,170101,324962,74134,132806,279822.0,3862,140.0,7908,839.4425,12.8675,65.23741985622694,33.5457900033546,31.8685005031868,1.6772895001677952,1.0
569,2016,la Nova Esquerra de l'Eixample,58315.0,81.9,18.1,41.3,2357.0,4266753,2474669,572589,335530,214701,307483,119173,67625,57864,34137.0,10196,23882.0,48904,867.725,12.35,70.26113360323887,49.90632805995,44.96253122398,4.943796835969998,1.0
570,2016,la Prosperitat,26398.0,85.3,14.7,11.7,1559.0,1078421,785680,101387,74247,55312,7228,28730,9524,1315,12736.0,1622,536.0,104,560.525,10.25,54.68536585365853,46.3178813008752,49.5662475637253,-3.248366262850098,0.0
571,2016,la Sagrada Família,51651.0,80.7,19.3,36.1,2216.0,2992464,2053010,337231,227420,186111,80942,16849,48658,21580,10191.0,1762,3197.0,5513,774.5025,12.190000000000001,63.535890073831006,54.9471961342115,47.9326604575036,7.014535676707901,1.0
572,2016,la Sagrera,29031.0,87.6,12.4,23.1,1383.0,1542474,976934,200431,113534,84585,42571,63660,11174,3291,9030.0,1745,0.0,35519,664.3525,10.497499999999999,63.28673493688974,39.2415613279622,42.7142658702598,-3.472704542297599,0.0
573,2016,la Salut,13207.0,87.2,12.8,39.7,544.0,849989,540448,86465,33164,31469,12237,20146,82569,5006,23401.0,13737,665.0,682,774.5575,12.11,63.960156895127994,46.4247598719317,45.2050617472176,1.2196981247140997,1.0
574,2016,la Teixonera,11634.0,86.4,13.6,16.4,556.0,513388,369940,70507,34413,25982,3805,1968,4780,719,203.0,1071,0.0,0,575.21,10.115,56.86702916460702,48.0624279506961,66.4183736809435,-18.355945730247406,0.0
575,2016,la Trinitat Nova,7271.0,81.3,18.7,7.5,695.0,277389,211181,10627,8971,16744,0,12924,3608,0,3096.0,1334,0.0,8904,433.04,8.64,50.12037037037037,65.4540443709522,70.4147719443296,-4.9607275733773974,0.0
576,2016,la Trinitat Vella,10006.0,72.0,28.0,9.4,928.0,424431,258224,44014,33039,38862,5154,11097,3814,1471,14768.0,3253,0.0,10735,479.56,8.4925,56.468648807771565,67.4840510366826,62.0015948963317,5.482456140350898,1.0
577,2016,la Vall d'Hebron,5792.0,90.8,9.2,29.8,259.0,436154,227340,56617,9568,12538,1775,22587,11276,13478,56696.0,22694,0.0,1585,763.565,11.1625,68.40447928331467,31.8325712275765,42.736545902216,-10.9039746746395,0.0
578,2016,la Verneda i la Pau,28725.0,88.5,11.5,13.2,1706.0,1423259,950537,75088,83232,238212,21913,28787,1933,472,11057.0,1769,0.0,10259,604.9925000000001,9.1225,66.31871745683749,33.6882527491709,37.842555419794,-4.154302670623103,0.0
579,2016,la Vila Olímpica del Poblenou,9404.0,83.4,16.6,52.7,447.0,1072935,422875,207985,79181,132876,84696,43554,9245,25028,45222.0,736,0.0,21537,1178.9625,16.1725,72.89921162467152,40.3856454204606,31.7086234600964,8.677021960364197,1.0
580,2016,la Vila de Gràcia,50885.0,79.6,20.4,43.9,2196.0,3428424,2265588,294011,236821,227098,162394,71723,43543,52452,10588.0,44472,17703.0,2031,798.68,13.47,59.29324424647364,58.5758342558912,48.9087458484896,9.6670884074016,1.0
581,2016,les Corts,46104.0,88.9,11.1,42.0,1888.0,3858975,1958733,623255,356857,264417,384367,56086,67196,96859,24908.0,13155,4785.0,8357,934.6700000000001,12.9875,71.96689124157844,39.2319080379692,38.4045981015414,0.8273099364277954,1.0
582,2016,les Roquetes,15648.0,79.4,20.6,8.8,1056.0,557506,413353,42865,32698,27190,2253,18288,3449,1519,15634.0,257,0.0,0,491.605,9.3975,52.31231710561319,62.5405896869723,63.7095726717756,-1.1689829848033,0.0
583,2016,les Tres Torres,16660.0,90.5,9.5,51.9,356.0,1514207,943026,246999,48889,61740,68765,53259,52687,6708,16312.0,15763,59.0,0,1512.785,15.6825,96.46325522078752,46.1361014994233,52.0245249802707,-5.8884234808474005,0.0
584,2017,Baró de Viver,2535.0,87.2,12.8,6.5,121.0,110664,80219,10269,11414,2004,651,5883,0,0,0.0,224,0.0,0,,,,39.7794407246948,52.3828278849941,-12.603387160299299,0.0
585,2017,Can Baró,9071.0,85.5,14.5,27.7,377.0,413163,318310,30432,22235,25048,4059,7800,2335,1778,1112.0,0,0.0,54,684.79,12.3925,55.25842243292313,49.0326884589727,62.4861018456749,-13.453413386702202,0.0
586,2017,Can Peguera,2229.0,90.8,9.2,9.4,116.0,69811,56595,4100,2894,533,0,5315,0,0,0.0,374,0.0,0,407.22,11.68,34.86472602739726,29.5024218405989,44.4738000880669,-14.971378247468003,0.0
587,2017,Canyelles,6885.0,95.3,4.7,12.1,470.0,309923,240025,12396,9648,22239,6908,9220,1769,628,6985.0,105,0.0,0,681.1925,8.620000000000001,79.02465197215777,24.6499416569428,33.4014002333722,-8.7514585764294,0.0
588,2017,Ciutat Meridiana,10622.0,69.9,30.1,7.1,953.0,276872,233914,2838,10199,6744,2279,15732,456,2486,1232.0,992,0.0,0,435.99,7.6,57.367105263157896,65.9446915490234,72.0363566041385,-6.091665055115101,0.0
589,2017,Diagonal Mar i el Front Marítim del Poblenou,13681.0,80.7,19.3,40.3,659.0,1514916,557601,385259,133936,30526,172153,17292,6796,112350,37359.0,2478,56166.0,3000,1109.9775,16.0575,69.12517515179822,53.4888839973586,48.5728960305232,4.915987966835402,1.0
590,2017,Horta,26867.0,89.7,10.3,23.3,1429.0,1398973,907612,146394,87516,70215,13066,48661,34239,4807,58269.0,17859,5124.0,5211,698.0075,11.6425,59.95340347863432,45.6297959947595,47.7259966311061,-2.0962006363466017,0.0
591,2017,Hostafrancs,15969.0,76.7,23.3,31.4,716.0,1058493,561694,137107,114992,77735,48465,24543,839,77013,12843.0,2478,784.0,0,744.8,12.8575,57.92727979778339,56.9039235412475,57.7213279678068,-0.8174044265592997,0.0
592,2017,Montbau,5157.0,87.5,12.5,24.9,226.0,559494,158391,32526,12861,47619,11693,101148,158391,2513,20737.0,6141,0.0,7474,724.3025,12.545,57.736349143084894,42.7283418267346,56.8404547236378,-14.112112896903199,0.0
593,2017,Navas,22159.0,85.2,14.8,26.3,955.0,1080053,766473,127397,90544,52250,13456,12723,2390,5807,1185.0,4563,3087.0,178,773.9875,11.4125,67.81927710843374,44.5117266934791,45.686655519906,-1.1749288264268998,0.0
594,2017,Pedralbes,12046.0,82.3,17.7,52.3,217.0,1503419,807216,178359,27538,49299,52782,292448,8946,16215,41465.0,27993,1158.0,0,1785.885,16.142500000000002,110.63249186928913,44.3855581318317,38.9201722424644,5.4653858893672975,1.0
595,2017,Porta,25568.0,85.2,14.8,17.4,1258.0,1320651,758024,240635,137385,49988,32200,29412,707,21918,34800.0,2527,10555.0,2500,662.1975,10.7625,61.52822299651568,53.0,59.4,-6.399999999999999,0.0
596,2017,Provençals del Poblenou,20766.0,85.2,14.8,24.6,1008.0,1314846,690278,107676,74039,325044,71824,19979,908,13518,5493.0,1862,0.0,4225,934.6925,12.9825,71.99634122857692,41.440913750183,45.6875091521453,-4.246595401962303,0.0
597,2017,Sant Andreu,57662.0,92.0,8.0,25.1,2773.0,3020746,2018081,361667,233235,216146,28924,57498,42117,10102,28649.0,11346,7719.0,5262,733.3425,12.325,59.500405679513186,38.6478498854555,47.2343178916811,-8.586468006225601,0.0
598,2017,Sant Antoni,38291.0,78.0,22.0,36.4,1600.0,2437964,1632152,218758,226708,136511,100036,24727,23545,39604,16056.0,8269,11593.0,5,898.26,12.9475,69.37709982622128,56.3828400052158,51.4017472943017,4.981092710914098,1.0
599,2017,Sant Genís dels Agudells,7149.0,85.3,14.7,20.3,312.0,366733,251589,26653,16558,13401,3421,31987,8727,1051,7157.0,4804,1385.0,0,672.3025,9.48,70.91798523206751,43.7700612780858,58.2141814998541,-14.444120221768301,0.0
600,2017,Sant Gervasi - Galvany,47753.0,87.4,12.6,51.8,1058.0,5127919,3128341,604689,362246,201272,499001,90430,78063,74703,35356.0,29852,23366.0,600,1312.365,14.6025,89.87262455059066,48.4831955691688,46.6999538455083,1.7832417236605025,1.0
601,2017,Sant Gervasi - la Bonanova,25889.0,89.0,11.0,50.3,590.0,2577786,1436303,347083,118278,91326,87134,205098,132309,23529,66075.0,41569,3914.0,25168,1235.2425,15.3175,80.64256569283499,50.5548226895321,48.5760844261659,1.9787382633662034,1.0
602,2017,Sant Martí de Provençals,26092.0,87.4,12.6,19.5,1408.0,1246413,879685,96177,68360,65812,24355,51627,20671,4118,27849.0,7720,0.0,39,764.86,10.8925,70.21895799862291,42.9128738621586,42.7216400214182,0.19123384074039507,1.0
603,2017,Sant Pere Santa Caterina i la Ribera,22605.0,57.5,42.5,40.6,1424.0,1829551,1065528,105629,146178,128418,151625,87252,3400,69130,5025.0,12003,8900.0,46463,916.8375,15.705,58.37870105062082,85.9997359271159,66.5023546498834,19.497381277232506,1.0
604,2017,Sants,41370.0,83.4,16.6,32.7,1701.0,2525877,1498043,278879,244475,271187,76291,51806,32987,51931,8747.0,5040,6490.0,1,784.145,13.1525,59.61946398023189,49.869915140905,49.0188926982274,0.8510224426776034,1.0
605,2017,Sants - Badal,24018.0,82.4,17.6,26.1,881.0,1188082,808497,148499,104539,78523,21728,10300,5063,1801,5623.0,3294,215.0,0,758.2475,13.1425,57.69431234544417,41.0222203693667,44.3990494851378,-3.376829115771102,0.0
606,2017,Sarrià,25116.0,86.7,13.3,50.5,469.0,2089438,1209565,291121,88455,70405,45410,192156,69175,17022,52038.0,36261,94.0,17736,1353.5349999999999,17.4475,77.57758991259492,50.1757750079898,53.4915308405241,-3.3157558325343004,0.0
607,2017,Torre Baró,2893.0,82.0,18.0,8.5,183.0,153634,111423,14180,7545,11103,0,7300,1190,515,153.0,223,0.0,2,443.1566666666667,7.09,62.504466384579224,48.6694677871148,59.5238095238095,-10.8543417366947,0.0
608,2017,Vallbona,1400.0,86.7,13.3,9.0,111.0,92203,52504,7916,7444,4289,0,2746,35,7461,9074.0,82,0.0,652,302.52,4.45,67.9820224719101,48.8338192419825,80.9037900874635,-32.069970845481,0.0
609,2017,Vallcarca i els Penitents,15789.0,85.8,14.2,40.0,610.0,1121847,698104,160396,44975,34932,13209,27052,105183,7503,25536.0,4815,142.0,0,913.1175000000001,14.127500000000001,64.63404707131481,46.5131036233264,56.9198553207691,-10.4067516974427,0.0
610,2017,Vallvidrera el Tibidabo i les Planes,4710.0,85.5,14.5,42.2,90.0,445074,275620,35499,13373,30140,1994,16369,13019,12246,5385.0,10468,30961.0,0,1231.01,16.66,73.89015606242496,36.1884368308351,51.8201284796574,-15.631691648822297,0.0
611,2017,Verdun,12445.0,80.3,19.7,11.7,782.0,474196,355198,39408,49174,14631,2576,10616,0,489,499.0,1604,0.0,1,592.29,11.1,53.35945945945946,63.0616044685502,65.2473083461507,-2.1857038776005027,0.0
612,2017,Vilapicina i la Torre Llobeta,25675.0,86.2,13.8,22.4,1310.0,1277117,848738,173220,107187,60162,14993,32243,23553,3551,10214.0,2297,958.0,1,715.2375,11.3525,63.002642589737945,41.2645070532609,48.4154585596499,-7.150951506388999,0.0
613,2017,el Baix Guinardó,25793.0,85.7,14.3,32.2,1017.0,1327686,914015,130940,83491,62499,20556,40968,43353,7258,13951.0,5149,72.0,5434,769.3225,12.58,61.154411764705884,49.7818635088813,55.39108756622,-5.6092240573387,0.0
614,2017,el Barri Gòtic,17035.0,53.6,46.4,38.0,916.0,2021216,927557,65225,234235,156752,275272,77344,7031,216651,3077.0,35164,22908.0,0,973.7674999999999,14.19,68.62350246652572,101.232723197609,95.940729672519,5.291993525090007,1.0
615,2017,el Besòs i el Maresme,23546.0,73.4,26.6,11.7,1512.0,1077679,618269,41869,82062,168217,37347,37512,27658,18685,19831.0,2927,1453.0,21849,610.49,9.9675,61.24805618259343,58.5857707853449,63.4968925203181,-4.9111217349732,0.0
616,2017,el Bon Pastor,12740.0,87.3,12.7,13.4,685.0,1563002,355936,83484,186426,820988,80006,8631,11924,5345,9212.0,1043,0.0,7,625.3000000000001,9.4475,66.18682191055835,73.0095541401274,76.9108280254777,-3.9012738853502924,0.0
617,2017,el Camp d'en Grassot i Gràcia Nova,34663.0,85.9,14.1,40.9,1310.0,2092480,1403403,261605,130506,115581,62432,53532,20195,2764,26064.0,10119,837.0,5442,863.5525,13.55,63.73081180811808,46.6078242885024,46.9282530804859,-0.3204287919835025,0.0
618,2017,el Camp de l'Arpa del Clot,38440.0,82.5,17.5,30.7,1860.0,1937176,1407333,198501,114175,113005,28110,30006,12234,22031,7307.0,2193,830.0,1451,777.4000000000001,12.945,60.05407493240634,50.408719346049,51.8497170404527,-1.4409976944037055,0.0
619,2017,el Carmel,31832.0,85.0,15.0,13.4,1714.0,1267013,938726,109255,83557,60699,9530,33314,9799,2055,13883.0,3277,2918.0,0,603.4775,11.015,54.78688152519291,47.0983487052708,55.7827010237393,-8.684352318468498,0.0
620,2017,el Clot,27050.0,84.9,15.1,27.4,1266.0,1338058,921202,174099,97871,64669,15471,27815,13118,4697,13233.0,1792,1102.0,2989,767.09,12.432500000000001,61.70038206314096,44.1954214283073,43.1968637893413,0.9985576389659983,1.0
621,2017,el Coll,7460.0,85.2,14.8,30.7,254.0,358501,265945,38932,22993,12668,3592,3768,387,5104,4202.0,910,0.0,0,724.9300000000001,12.4075,58.42675800926859,49.3793847814355,50.8634646519158,-1.4840798704803007,0.0
622,2017,el Congrés i els Indians,14196.0,86.3,13.7,25.3,619.0,723461,500841,59797,66525,39336,9133,28226,5110,4952,4929.0,4612,0.0,0,731.1,11.3725,64.28665640800176,45.76367242845,51.5018418815528,-5.738169453102799,0.0
623,2017,el Fort Pienc,32080.0,78.1,21.9,39.1,1254.0,2106340,1283003,237650,124459,159428,133476,49582,18993,41810,21115.0,5986,30454.0,384,900.0975,13.084999999999999,68.78849828047383,55.15992003998,50.6309345327336,4.528985507246404,1.0
624,2017,el Guinardó,36890.0,85.3,14.7,30.1,1620.0,1962427,1306952,183037,130344,121165,26757,30126,124279,11087,19092.0,7950,1638.0,0,735.9224999999999,12.2875,59.89196337741607,47.4401513697315,53.198782460855,-5.7586310911234975,0.0
625,2017,el Parc i la Llacuna del Poblenou,15426.0,77.8,22.2,35.0,612.0,2105038,553417,344825,249607,516393,297110,17294,27833,73288,8636.0,637,12770.0,3228,894.86,13.775,64.96261343012704,46.3856217787763,45.9891634729748,0.3964583058014952,1.0
626,2017,el Poble Sec - Parc Montjuïc,39775.0,68.8,31.2,27.1,2319.0,2454262,1217723,151317,176731,182251,82281,122880,46239,219798,229460.0,7477,15219.0,2886,748.1525,13.6525,54.79967039003846,72.4122501740082,62.468927115442,9.943323058566193,1.0
627,2017,el Poblenou,33985.0,81.9,18.1,33.7,1375.0,2077827,1212994,203650,166457,247272,107746,40848,18661,65028,6440.0,6512,2219.0,0,899.4449999999999,13.945,64.4994621728218,52.6253582720208,54.9005702804125,-2.275212008391705,0.0
628,2017,el Putxet i el Farró,29691.0,86.5,13.5,49.8,956.0,2129309,1453298,293093,121656,87353,68078,35317,24434,15832,16465.0,12133,1546.0,104,929.12,14.8225,62.683083150615616,51.1028164234815,52.4940617577197,-1.3912453342381994,0.0
629,2017,el Raval,47605.0,50.0,50.0,25.8,3453.0,2741207,1539621,169094,218218,125360,143463,172549,17743,242496,14054.0,29450,59373.0,9786,747.715,13.895,53.81180280676503,115.841875315073,99.6891278776676,16.152747437405395,1.0
630,2017,el Turó de la Peira,15616.0,78.2,21.8,14.7,823.0,580173,449807,25909,32870,33673,2550,20250,5088,422,4753.0,4851,0.0,0,613.795,10.5725,58.05580515488295,53.3393676860412,60.5805909355402,-7.241223249499001,0.0
631,2017,l'Antiga Esquerra de l'Eixample,42611.0,78.1,21.9,47.7,1464.0,4012930,2314780,388183,336015,214916,336739,97558,155524,131122,6033.0,19779,10524.0,1757,1056.3175,13.682500000000001,77.20208295267678,58.8165736448775,48.5526440261092,10.263929618768302,1.0
632,2017,la Barceloneta,14893.0,64.0,36.0,28.6,1032.0,1058386,431104,138137,60680,33453,145507,40711,43941,124474,36660.0,3719,0.0,0,746.31,19.845,37.60695389266818,81.9551880501467,74.4865297412643,7.468658308882397,1.0
633,2017,la Bordeta,18833.0,86.6,13.4,23.9,840.0,971060,608120,131122,58358,75462,38550,16472,2514,1402,4999.0,1240,90.0,32731,787.1375,11.895,66.17381252627155,36.4813815434431,55.1538046411225,-18.6724230976794,0.0
634,2017,la Clota,657.0,87.5,12.5,29.0,17.0,40717,27542,2101,2770,5648,0,1390,411,0,0.0,855,0.0,0,,,,34.4262295081967,52.4590163934426,-18.032786885245905,0.0
635,2017,la Dreta de l'Eixample,44246.0,78.5,21.5,50.4,1338.0,6561315,3101167,487871,685965,518467,1108278,156555,57243,348107,11804.0,46949,27415.0,11494,1193.365,13.5025,88.38104054804666,60.8371924089712,50.1679832924725,10.669209116498699,1.0
636,2017,la Font d'en Fargues,9446.0,93.4,6.6,31.5,503.0,531563,376510,65886,12293,22301,2886,25179,8582,1527,12423.0,2718,1258.0,0,819.9925000000001,13.17,62.26214882308277,43.4828945966109,48.9182564211873,-5.435361824576404,0.0
637,2017,la Font de la Guatlla,10307.0,80.7,19.3,30.5,584.0,567288,373293,72405,36490,35100,8655,15338,10157,13627,1155.0,1068,0.0,0,809.09,12.95,62.477992277992286,43.2650706662821,49.0337467551197,-5.768676088837601,0.0
638,2017,la Guineueta,15293.0,91.7,8.3,18.1,964.0,710165,511988,70469,38526,11234,25075,17275,3042,3167,27460.0,1929,0.0,0,646.4,9.3375,69.22623828647924,38.6711312454862,46.4184886087585,-7.7473573632723,0.0
639,2017,la Marina de Port,0.0,84.9,15.1,15.2,1728.0,1710024,952435,267733,102409,61503,61034,27063,14761,12736,38561.0,1721,95941.0,74127,690.86,10.34,66.81431334622825,39.007324091028,43.5521841485744,-4.544860057546394,0.0
640,2017,la Marina del Prat Vermell,1161.0,90.9,9.1,6.1,115.0,3732611,73728,928267,244185,2115099,309782,35110,4374,11042,8074.0,155,0.0,2795,,,,34.8128807658834,50.4786771105309,-15.665796344647504,0.0
641,2017,la Maternitat i Sant Ramon,23984.0,88.2,11.8,38.8,871.0,2485519,968690,313950,108100,101418,170101,324962,74134,132806,279822.0,3862,140.0,7534,921.1475,13.34,69.05153673163419,36.9133121763822,38.541840654752,-1.6285284783698017,0.0
642,2017,la Nova Esquerra de l'Eixample,58238.0,81.4,18.6,42.7,2196.0,4212748,2481731,630495,335179,207479,249315,119173,62333,57421,34137.0,10196,23424.0,1865,941.5475,13.5025,69.73134604702832,51.9594362323823,47.4046063939498,4.554829838432504,1.0
643,2017,la Prosperitat,26552.0,84.1,15.9,12.1,1413.0,1078317,785706,101387,74247,55286,7228,28730,9524,1315,12736.0,1622,536.0,0,627.265,11.2675,55.67029065897493,48.6566372352116,52.2945166546667,-3.6378794194551034,0.0
644,2017,la Sagrada Família,51654.0,79.6,20.4,37.6,2032.0,2987247,2053941,337231,227124,185919,80784,16451,48658,21580,10191.0,1762,3197.0,409,874.7025,13.3325,65.60678792424527,56.5203050117387,49.4382894507072,7.082015561031497,1.0
645,2017,la Sagrera,29197.0,86.9,13.1,24.0,1272.0,1540778,977005,202340,113710,84585,40644,63531,11174,3291,9030.0,1334,0.0,34134,664.165,10.8025,61.48252719277944,43.6666208224453,45.2826296245358,-1.616008802090498,0.0
646,2017,la Salut,13260.0,86.3,13.7,40.6,525.0,850242,540871,86465,32994,31469,12237,20146,82569,5006,23401.0,13737,665.0,682,810.6575,12.4475,65.1261297449287,53.0906332954115,50.4361016306409,2.6545316647706017,1.0
647,2017,la Teixonera,11650.0,85.9,14.1,17.8,518.0,527926,377534,74085,37965,25982,3619,1968,4780,719,203.0,1071,0.0,0,648.9525,11.16,58.14986559139785,42.6026336173509,52.1559514588175,-9.553317841466601,0.0
648,2017,la Trinitat Nova,7365.0,79.0,21.0,8.3,662.0,277389,211181,10627,8971,16744,0,12924,3608,0,3096.0,1334,0.0,8904,540.9125,10.5975,51.0415192262326,75.7471422669054,87.7289629527613,-11.981820685855894,0.0
649,2017,la Trinitat Vella,10071.0,71.0,29.0,9.9,883.0,414229,258812,43959,33039,38862,5154,11097,3814,1471,14768.0,3253,0.0,0,500.25,9.23,54.19826652221018,65.2108584593809,70.0190323550035,-4.808173895622602,0.0
650,2017,la Vall d'Hebron,5737.0,90.7,9.3,30.0,241.0,434565,227336,56617,9568,12538,1775,22587,11276,13478,56696.0,22694,0.0,0,826.6125,12.045,68.62702366127023,35.6154910096819,33.195020746888,2.4204702627938985,1.0
651,2017,la Verneda i la Pau,28814.0,87.3,12.7,13.9,1595.0,1413000,950537,75088,83232,238212,21913,28787,1933,472,11057.0,1769,0.0,0,688.61,10.165,67.74323659616331,33.4599700254435,39.1411941026803,-5.681224077236799,0.0
652,2017,la Vila Olímpica del Poblenou,9312.0,83.2,16.8,53.1,399.0,1051423,423002,207985,79079,132876,84696,43554,9245,25028,45222.0,736,0.0,0,1248.27,17.0975,73.00891943266559,41.5287712181061,34.5895163873172,6.939254830788904,1.0
653,2017,la Vila de Gràcia,50421.0,79.3,20.7,45.1,2082.0,3429807,2269738,296998,235675,226127,157602,71723,43543,55638,10588.0,44472,17703.0,0,859.3625000000001,15.0025,57.281286452257966,61.4069716947614,50.550708617899,10.856263076862405,1.0
654,2017,les Corts,46152.0,88.6,11.4,43.3,1735.0,3872665,1968341,625536,357322,263745,383128,56086,74415,97156,24908.0,13155,4785.0,4088,1000.1225000000001,14.2925,69.97533671506035,41.4701471451238,43.0133234801887,-1.5431763350648993,0.0
655,2017,les Roquetes,15784.0,78.3,21.7,9.2,1020.0,558107,414047,42220,32698,27196,2253,18288,3449,1519,16180.0,257,0.0,0,534.005,10.15,52.611330049261085,63.2456703014753,65.6189865298268,-2.3733162283514986,0.0
656,2017,les Tres Torres,16678.0,90.4,9.6,52.9,349.0,1517237,943422,250096,48426,61740,68765,53259,52687,6708,16312.0,15763,59.0,0,1627.2024999999999,16.8325,96.67028070696568,50.1589968200636,52.7989440211196,-2.6399472010560032,0.0
657,2018,Baró de Viver,2604.0,85.8,14.2,6.7,112.0,128647,80219,12189,10936,16639,2247,5883,0,0,0.0,224,0.0,0,673.69,7.6,88.6434210526316,31.5955766192733,55.6872037914692,-24.091627172195903,0.0
658,2018,Can Baró,9247.0,83.5,16.5,28.8,363.0,415131,319441,33399,20546,23204,3913,7515,2379,2917,1281.0,0,0.0,0,738.1775,12.15,60.75534979423868,49.9723604201216,62.6865671641791,-12.714206744057499,0.0
659,2018,Can Peguera,2247.0,89.1,10.9,10.0,109.0,69811,56157,2691,2623,2199,0,2488,1980,1299,0.0,374,0.0,0,,,,34.3915343915344,40.1234567901235,-5.731922398589099,0.0
660,2018,Canyelles,6884.0,94.1,5.9,12.8,431.0,307138,239877,10425,10696,22215,6677,9220,1,708,6985.0,105,0.0,0,716.5975,9.4725,75.65030351016098,28.2017735135921,30.6730629451955,-2.471289431603399,0.0
661,2018,Ciutat Meridiana,10864.0,68.4,31.6,7.8,882.0,277114,233921,6715,10882,2419,2279,15732,456,2486,1232.0,992,0.0,0,506.96500000000003,8.72,58.138188073394495,73.6364495699026,82.5219775025995,-8.885527932696903,0.0
662,2018,Diagonal Mar i el Front Marítim del Poblenou,13625.0,80.1,19.9,41.5,601.0,1518167,546633,372922,123387,64401,171627,17292,3027,161899,33687.0,2478,8838.0,8976,1165.58,15.9275,73.18034845393187,45.1598644467364,47.3699720053043,-2.2101075585678984,0.0
663,2018,Horta,27482.0,86.2,13.8,24.0,1339.0,1390297,901476,141002,87517,64167,13243,49571,34049,7171,62977.0,16468,5124.0,163,747.645,11.825,63.22579281183933,49.0682997871466,58.0305463236118,-8.962246536465202,0.0
664,2018,Hostafrancs,16155.0,75.1,24.9,32.5,675.0,1054281,552131,130058,130078,76708,50381,24543,839,73438,12843.0,2478,784.0,0,795.4375,13.530000000000001,58.790650406504064,69.2477179729304,67.2961913755115,1.9515265974189049,1.0
665,2018,Montbau,5185.0,86.3,13.7,26.0,217.0,552262,157085,14419,12595,63360,11693,97956,158391,2513,20713.0,6082,0.0,0,737.1825,10.9975,67.03182541486701,47.6284196024405,67.5063963786656,-19.877976776225097,0.0
666,2018,Navas,22279.0,84.0,16.0,27.0,898.0,1077000,767107,113980,96253,46904,20505,12723,2390,7154,1185.0,4631,3087.0,236,812.9375,12.0275,67.58989815007276,44.1263081592896,48.4302088524442,-4.303900693154603,0.0
667,2018,Pedralbes,12000.0,81.8,18.2,52.8,217.0,1582833,805574,159822,20045,57522,47750,306418,11495,18979,36478.0,26976,1158.0,37853,1707.0125,15.6875,108.81354581673307,52.0066889632107,46.5719063545151,5.434782608695599,1.0
668,2018,Porta,26557.0,79.8,20.2,17.9,1196.0,1321235,754665,225270,145745,58108,31846,27693,963,23295,13745.0,2607,10555.0,20918,706.12,11.445,61.69681083442551,59.3316841402599,65.5750579180901,-6.243373777830193,0.0
669,2018,Provençals del Poblenou,21303.0,83.7,16.3,26.0,936.0,1323832,690749,113981,67431,302946,101174,24142,1106,14921,5409.0,1862,0.0,111,949.5825,13.657499999999999,69.5282811641955,39.3980714911853,54.933281386968,-15.5352098957827,0.0
670,2018,Sant Andreu,57961.0,91.4,8.6,26.0,2566.0,3023183,2021370,348210,257855,166004,41815,78216,39790,13608,28649.0,11346,7626.0,73,764.1725,11.9075,64.1757295821961,44.1347674236764,47.940087922017,-3.805320498340599,0.0
671,2018,Sant Antoni,38566.0,76.4,23.6,37.7,1514.0,2436902,1571446,192193,223724,157565,109309,24727,20861,96587,16171.0,8269,11926.0,0,934.49,13.1675,70.96943231441048,63.8225255972696,56.5502756629037,7.272249934365902,1.0
672,2018,Sant Genís dels Agudells,7394.0,82.9,17.1,20.8,300.0,353653,247031,17544,13114,20047,3270,31942,6360,978,7148.0,4804,1385.0,30,655.6925,9.6825,67.71933901368449,43.3048433048433,58.5470085470085,-15.2421652421652,0.0
673,2018,Sant Gervasi - Galvany,47928.0,86.5,13.5,52.5,1065.0,5137625,3092140,574983,316771,217431,529783,85634,86611,128632,36545.0,30220,21628.0,6908,1346.925,14.7775,91.14701404161733,50.3004580409295,48.2413749632307,2.0590830776988014,1.0
674,2018,Sant Gervasi - la Bonanova,26108.0,87.3,12.7,51.2,547.0,2602227,1441991,325420,109900,107800,108848,205147,119720,32886,67059.0,36630,4531.0,37517,1285.5925,16.099999999999998,79.85046583850932,54.0572095738471,57.170655769605,-3.113446195757895,0.0
