,year,neighbourhood,population,% spaniards,% strangers,% w/ higher education,unemployed,total_surface(m2),housing(m2),parking(m2),commerce(m2),industry(m2),offices(m2),education(m2),healthcare(m2),hostelry(m2),sports(m2),religious(m2),entertainment(m2),other_uses(m2),avg_€/month,avg_€/m2,avg_housing(m2),new_contracts_1000_hab,expired_contracts_1000_hab,win_lost_rents_1000_hab,binary_rent_growth_1000_hab
343,2013,la Dreta de l'Eixample,43433.0,81.0,19.0,46.8,2011.0,6577618,3081234,471055,683679,531732,1151883,158971,57938,303112,11488.0,46949,27415.0,52162,,,,63.226074128711,61.2668264798082,1.959247648902796,1.0
344,2013,la Font d'en Fargues,9482.0,94.2,5.8,27.4,755.0,530595,375443,64704,12169,22767,3294,25179,8582,1527,12397.0,2718,1258.0,557,,,,41.9388830347734,40.1475237091675,1.791359325605896,1.0
345,2013,la Font de la Guatlla,10294.0,81.8,18.2,25.4,855.0,559359,368721,72395,36904,35392,8655,11210,10157,13702,1155.0,1068,0.0,0,,,,69.0390768932415,62.3484921943178,6.690584698923701,1.0
346,2013,la Guineueta,15110.0,92.8,7.2,14.5,1328.0,756421,522106,64806,40602,13412,25075,18278,3042,3167,27823.0,1929,0.0,36181,,,,53.5820599325263,49.0838129258451,4.498247006681197,1.0
347,2013,la Marina de Port,30098.0,87.0,13.0,12.3,2354.0,1567300,941253,245913,105063,61938,43326,27063,3417,1044,39758.0,1721,95941.0,863,,,,56.6218492947045,55.9941858544482,0.627663440256299,1.0
348,2013,la Marina del Prat Vermell,1138.0,90.5,9.5,3.9,148.0,4361201,78934,1419785,247842,2194577,325961,32909,3638,9966,8074.0,155,0.0,39360,,,,69.1126279863481,44.3686006825939,24.7440273037542,1.0
349,2013,la Maternitat i Sant Ramon,23653.0,89.5,10.5,33.8,1356.0,2454176,961537,310533,109521,106671,170590,306114,68550,129145,277847.0,5622,140.0,7906,,,,46.2247010605484,45.7176659483669,0.507035112181498,1.0
350,2013,la Nova Esquerra de l'Eixample,57816.0,83.3,16.7,36.8,3317.0,4242141,2471565,580823,328952,221185,306083,114800,62581,54485,20550.0,10196,23882.0,47039,,,,62.9723793216763,63.1453328490635,-0.17295352738720027,0.0
351,2013,la Prosperitat,26320.0,86.4,13.6,9.2,2111.0,1078580,785650,99648,74288,56299,8128,28730,9524,1315,12736.0,1622,536.0,104,,,,67.7592303889882,65.7439446366782,2.0152857523100067,1.0
352,2013,la Sagrada Família,51718.0,82.8,17.2,31.8,3021.0,2998022,2053027,334534,224991,200103,80872,16849,48658,18685,10185.0,1492,3197.0,5429,,,,68.64069798865,70.5902791182488,-1.9495811295987977,0.0
353,2013,la Sagrera,28827.0,87.9,12.1,19.5,1935.0,1579745,973486,199071,114413,130040,42598,63660,11174,3445,4594.0,1745,0.0,35519,,,,71.2531562381101,69.2469994119885,2.0061568261215967,1.0
354,2013,la Salut,13208.0,88.2,11.8,36.6,776.0,850915,539273,86754,34641,31869,13019,20146,82593,4535,23001.0,13737,665.0,682,,,,59.0461771385314,57.6835730507192,1.3626040878122012,1.0
355,2013,la Teixonera,11589.0,87.1,12.9,13.3,761.0,487529,351397,59850,32362,25517,3283,1968,11180,719,181.0,1071,0.0,1,,,,57.1477604256049,65.4710828899949,-8.323322464390003,0.0
356,2013,la Trinitat Nova,7483.0,82.8,17.2,5.7,920.0,271796,213886,10421,9248,16744,0,12924,3608,0,3631.0,1334,0.0,0,,,,78.5326446828235,81.0488676996424,-2.5162230168188984,0.0
357,2013,la Trinitat Vella,10418.0,70.3,29.7,8.0,1226.0,412446,257775,43721,33312,38987,5154,11097,3799,1967,2646.0,3253,0.0,10735,,,,96.4213758035115,102.081934184016,-5.660558380504511,0.0
358,2013,la Vall d'Hebron,5543.0,90.9,9.1,26.8,351.0,406149,213127,53647,6037,12538,1775,22587,1985,13478,56696.0,22694,0.0,1585,,,,43.3199854386604,39.3156170367674,4.004368401893004,1.0
359,2013,la Verneda i la Pau,29111.0,89.6,10.4,10.8,2285.0,1455548,946842,68545,87691,267002,21913,28787,1837,426,20477.0,1769,0.0,10259,,,,50.8335048363861,52.2055292584208,-1.3720244220347055,0.0
360,2013,la Vila Olímpica del Poblenou,9367.0,83.1,16.9,51.8,597.0,1073289,429729,207370,79305,133858,84696,38469,7143,25086,45360.0,736,0.0,21537,,,,44.3180598776693,45.1765210859534,-0.8584612082840977,0.0
361,2013,la Vila de Gràcia,50714.0,81.7,18.3,40.1,3114.0,3414514,2264975,297250,235556,230549,168404,65296,38523,39284,9214.0,45314,17468.0,2681,,,,70.4534228983503,75.7680529487306,-5.314630050380302,0.0
362,2013,les Corts,46135.0,90.0,10.0,37.7,2608.0,3838931,1951166,614066,353860,276199,384487,56238,67196,92650,16772.0,13155,4785.0,8357,,,,47.7664941645194,48.3727778619838,-0.6062836974643986,0.0
363,2013,les Roquetes,15836.0,80.4,19.6,6.8,1404.0,560897,411985,42950,32946,27359,2156,19214,3449,1519,19062.0,257,0.0,0,,,,89.9289700659564,93.3536276002029,-3.424657534246492,0.0
364,2013,les Tres Torres,16140.0,90.2,9.8,50.5,500.0,1510228,932850,241649,48254,65289,70361,53259,53403,12899,16442.0,15763,59.0,0,,,,50.1751751751752,44.9824824824825,5.192692692692695,1.0
365,2014,Baró de Viver,2508.0,89.7,10.3,5.7,169.0,110971,80219,10269,11414,2004,651,5883,0,0,0.0,224,0.0,307,231.4,4.03,57.41935483870967,44.7400241837969,60.0564288593309,-15.316404675534002,0.0
366,2014,Can Baró,8887.0,86.9,13.1,23.2,507.0,411959,317492,29948,22197,25347,3896,7800,2335,1778,1112.0,0,0.0,54,543.7825,9.43,57.665164369035,58.3587312337736,53.5049102607518,4.853820973021797,1.0
367,2014,Can Peguera,2288.0,92.9,7.1,6.9,156.0,69811,56595,4100,2894,533,0,5315,0,0,0.0,374,0.0,0,227.60999999999999,5.38,42.306691449814124,35.3669319186561,49.5137046861185,-14.146772767462402,0.0
368,2014,Canyelles,7014.0,95.9,4.1,9.7,609.0,309767,240025,12396,9562,22239,7034,9220,1768,628,6561.0,105,0.0,229,534.1625,6.859999999999999,77.86625364431488,28.9356825669675,30.7978799598911,-1.8621973929236013,0.0
369,2014,Ciutat Meridiana,10356.0,72.2,27.8,5.4,1240.0,270691,228636,2009,10125,6744,2279,15732,456,2486,1232.0,992,0.0,0,374.705,6.41,58.45631825273011,88.1919181988005,86.4221807098614,1.7697374889391,1.0
370,2014,Diagonal Mar i el Front Marítim del Poblenou,13351.0,83.3,16.7,39.7,918.0,1485600,548317,380921,134135,30526,173862,12505,794,111813,30963.0,2478,56166.0,3120,927.835,11.375,81.56791208791209,49.3311036789298,53.5877166311949,-4.256612952265101,0.0
371,2014,Horta,26591.0,91.0,9.0,20.0,1933.0,1384003,905581,146297,89590,70576,13377,48717,34239,4807,42370.0,17859,5124.0,5466,567.8525,8.935,63.553721320649124,56.5263237177073,55.923777961889,0.6025457558182978,1.0
372,2014,Hostafrancs,15919.0,79.6,20.4,25.6,976.0,1055467,559103,136006,115033,78363,48445,25163,839,77390,11863.0,2478,784.0,0,593.765,10.26,57.87183235867446,75.5776841567726,74.4925315970892,1.085152559683408,1.0
373,2014,Montbau,5082.0,89.8,10.2,21.7,301.0,556385,158338,32526,12914,47619,11693,101148,158391,2513,17628.0,6141,0.0,7474,549.1975,9.2775,59.19671247642145,48.5436893203883,69.5462651079849,-21.00257578759659,0.0
374,2014,Navas,21949.0,86.9,13.1,22.4,1329.0,1069241,755563,124873,95519,53697,11883,12047,663,5807,1185.0,4563,3087.0,354,621.6475,8.8975,69.86765945490306,54.4593164987811,60.7147785290465,-6.255462030265399,0.0
375,2014,Pedralbes,11670.0,85.1,14.9,49.5,270.0,1595543,801180,174463,27508,48888,54111,290687,7558,16215,42619.0,27993,1158.0,103163,1489.345,12.44,119.72226688102894,42.825266048747,51.3216615173361,-8.496395468589107,0.0
376,2014,Porta,24424.0,87.3,12.7,14.2,1735.0,1320645,754478,238598,138110,51816,32211,29412,707,21918,34488.0,2527,10555.0,5825,528.9024999999999,8.6425,61.19785941567832,70.5911492734478,74.3064729194188,-3.7153236459709973,0.0
377,2014,Provençals del Poblenou,20184.0,87.6,12.4,20.9,1351.0,1294257,682974,104079,75021,318305,71228,19979,908,13561,84.0,1862,0.0,6256,639.665,9.67,66.14943123061013,50.905652866242,52.1994426751592,-1.2937898089171966,0.0
378,2014,Sant Andreu,56496.0,93.0,7.0,21.7,3903.0,2997707,1995316,354740,236997,220476,28073,53924,42260,10102,29078.0,11346,7626.0,7769,576.15,9.192499999999999,62.6760946423715,47.6461284188452,51.4137446906823,-3.767616271837099,0.0
379,2014,Sant Antoni,38369.0,80.4,19.6,32.4,2119.0,2434032,1632328,215814,226337,138037,101323,24963,23545,31166,16056.0,8269,11593.0,4601,711.3675,10.02,70.99476047904191,75.6247375052499,74.1810163796724,1.4437211255774969,1.0
380,2014,Sant Genís dels Agudells,6865.0,89.5,10.5,16.9,417.0,370209,251270,27691,16488,13401,3421,31987,8727,1051,9984.0,4804,1385.0,0,554.6775,7.76,71.47905927835052,59.4131319000581,59.4131319000581,0.0,0.0
381,2014,Sant Gervasi - Galvany,46648.0,89.1,10.9,49.5,1437.0,5134901,3116044,593425,363859,213533,501463,90273,82498,75807,36167.0,29852,23485.0,8495,1046.65,11.7,89.45726495726497,52.3608660095554,52.9849782636767,-0.6241122541213002,0.0
382,2014,Sant Gervasi - la Bonanova,25378.0,90.6,9.4,47.4,787.0,2570745,1433905,336457,118584,93733,85763,213097,142926,23671,63686.0,41569,3914.0,13440,940.02,11.557500000000001,81.3341985723556,53.4782957554361,55.1231645671187,-1.6448688116825991,0.0
383,2014,Sant Martí de Provençals,26018.0,89.6,10.4,16.2,1850.0,1230998,879514,96567,68418,65975,24355,51686,9476,6206,21042.0,7720,0.0,39,634.0649999999999,8.875,71.44394366197183,49.9672029941737,51.5491762163831,-1.581973222209406,0.0
384,2014,Sant Pere Santa Caterina i la Ribera,22674.0,60.8,39.2,36.4,1734.0,1950686,1065941,104370,145209,132518,169287,85713,3828,62649,623.0,12003,8900.0,159645,684.2125000000001,11.23,60.927203918076586,94.8206458538331,85.5174881474193,9.3031577064138,1.0
385,2014,Sants,41102.0,84.4,15.6,28.3,2380.0,2530755,1495293,279160,245864,275764,75913,52336,33100,51670,8747.0,5040,6490.0,1378,624.0,10.0975,61.797474622431295,65.085426151662,60.8508346795907,4.234591472071308,1.0
386,2014,Sants - Badal,24245.0,84.1,15.9,21.8,1282.0,1188011,805291,146604,107897,79116,21590,10369,5063,1918,5623.0,3294,215.0,1031,596.4525,9.9475,59.96004021110832,59.0600132625995,56.7390583554377,2.3209549071617985,1.0
387,2014,Sarrià,24691.0,88.4,11.6,49.5,591.0,2074913,1208240,288098,89025,73390,45483,178326,68767,17178,63989.0,36261,94.0,6062,1039.505,13.5175,76.90068429813206,50.3201076540391,51.9920075031603,-1.6718998491212034,0.0
388,2014,Torre Baró,2682.0,84.4,15.6,7.0,237.0,148112,108739,11340,7465,11103,0,7300,1190,515,153.0,223,0.0,84,320.21,9.06,35.343267108167765,66.352571652925,132.312524538673,-65.959952885748,0.0
389,2014,Vallbona,1353.0,87.7,12.3,8.4,144.0,91814,52672,7695,7594,3708,0,2746,35,7461,9074.0,82,0.0,747,,,,29.7709923664122,72.5190839694656,-42.748091603053396,0.0
390,2014,Vallcarca i els Penitents,15454.0,87.7,12.3,37.8,837.0,1118405,697030,158850,45966,35618,13210,27299,105183,7503,22315.0,4815,142.0,474,665.645,10.245000000000001,64.97266959492434,53.7208849672354,57.4839421267761,-3.7630571595407005,0.0
391,2014,Vallvidrera el Tibidabo i les Planes,4615.0,86.8,13.2,41.3,116.0,442487,273906,35103,13373,30157,1994,16369,8413,12246,5039.0,10468,30858.0,4561,1157.9125,9.7025,119.34166451945373,46.0788657509969,64.9091714665485,-18.830305715551603,0.0
392,2014,Verdun,12239.0,83.2,16.8,9.0,1012.0,474251,354952,39408,49095,14676,2576,10951,0,489,499.0,1604,0.0,1,489.105,9.205,53.134709397066814,80.0197987130836,82.0821646592971,-2.0623659462135038,0.0
393,2014,Vilapicina i la Torre Llobeta,25500.0,87.9,12.1,19.4,1798.0,1267839,847316,170762,109650,59885,15245,32243,23616,3551,663.0,2297,958.0,1653,568.875,8.809999999999999,64.57150964812713,60.9804231133565,65.3615408904326,-4.381117777076092,0.0
394,2014,el Baix Guinardó,25587.0,87.3,12.7,28.3,1378.0,1328066,909510,130206,83700,62738,20896,36454,48864,7258,13951.0,5149,72.0,9268,621.305,9.555,65.02407116692831,57.4685626983194,62.6787323226388,-5.2101696243193985,0.0
395,2014,el Barri Gòtic,15911.0,58.9,41.1,36.4,1157.0,2115479,927360,63773,233266,163633,283500,73178,7031,204554,2836.0,35164,17219.0,103965,748.5,10.54,71.01518026565465,110.143637981441,89.0428371679166,21.1008008135244,1.0
396,2014,el Besòs i el Maresme,23191.0,76.4,23.6,9.1,2100.0,968483,610414,35553,80522,87605,37347,37602,21830,18685,11795.0,2927,1453.0,22750,481.3075,7.81,61.62708066581306,79.4603355381313,82.8770423584038,-3.416706820272495,0.0
397,2014,el Bon Pastor,12758.0,88.9,11.1,11.5,964.0,1583287,355603,83466,197115,840656,81486,8631,7044,5134,2546.0,1043,0.0,563,495.74,8.045,61.620882535736484,55.8800315706393,53.4333070244672,2.4467245461720992,1.0
398,2014,el Camp d'en Grassot i Gràcia Nova,34146.0,88.0,12.0,37.3,1783.0,2101402,1393083,259393,129966,116864,63375,53621,20195,2788,26064.0,10119,799.0,25135,682.21,10.3825,65.70768119431736,61.5104426754399,58.837352759745,2.673089915694895,1.0
399,2014,el Camp de l'Arpa del Clot,38130.0,84.9,15.1,26.3,2509.0,1942842,1405608,198376,117419,115862,28294,31595,13933,18571,7727.0,3024,830.0,1603,598.29,9.74,61.426078028747426,66.1727741764784,69.2155046963884,-3.0427305199099948,0.0
400,2014,el Carmel,31728.0,87.6,12.4,10.5,2293.0,1263474,934515,110615,83777,62579,10087,33314,9799,2055,12216.0,3277,990.0,250,494.69,8.635,57.28894035900405,62.5098708108279,63.3311222717079,-0.8212514608799992,0.0
401,2014,el Clot,27082.0,86.8,13.2,23.4,1714.0,1323478,919122,172393,101044,65520,15677,23602,7774,5443,6527.0,1792,1102.0,3482,624.3325,9.6575,64.64742428164638,58.8126502681709,54.5958942112077,4.216756056963199,1.0
402,2014,el Coll,7307.0,86.0,14.0,28.0,351.0,358135,264262,38745,23355,13976,3592,3872,387,4834,4202.0,910,0.0,0,556.3075,9.51,58.49710830704522,62.6128002221297,65.5282521171734,-2.915451895043695,0.0
403,2014,el Congrés i els Indians,14076.0,87.5,12.5,22.0,865.0,723285,499581,59797,66785,39725,9333,28226,5110,4952,4929.0,4612,0.0,235,581.02,9.25,62.81297297297297,54.9529487824151,67.8830543782774,-12.930105595862294,0.0
404,2014,el Fort Pienc,31785.0,81.0,19.0,35.2,1691.0,2088903,1279843,229611,123190,162366,130888,45689,11126,41810,20955.0,5986,30454.0,6985,724.52,9.9825,72.57901327322814,64.7107385533753,64.5519781545691,0.1587603988061943,1.0
405,2014,el Guinardó,35698.0,87.2,12.8,26.3,2191.0,1951617,1295681,181333,130628,122308,26775,30126,124338,11171,19092.0,7950,1638.0,577,581.575,9.184999999999999,63.317909635274916,64.2483255473631,70.9742781561321,-6.725952608769006,0.0
406,2014,el Parc i la Llacuna del Poblenou,14814.0,80.3,19.7,31.4,828.0,2030630,541398,240666,213924,596448,307284,17294,27833,64946,8636.0,1398,0.0,10803,689.24,10.2275,67.39085798093376,54.4720454389927,60.2887839594881,-5.816738520495399,0.0
407,2014,el Poble Sec - Parc Montjuïc,40674.0,70.9,29.1,22.6,3139.0,2502702,1214131,144034,177517,190332,81844,122880,17976,219768,234602.0,7477,15219.0,76922,582.5225,10.19,57.16609421000982,94.71671880431,91.7622523461939,2.9544664581161015,1.0
408,2014,el Poblenou,33425.0,83.4,16.6,29.3,1873.0,2025541,1198107,189820,164208,260773,93496,25066,17090,65028,2293.0,6512,2219.0,929,654.545,10.5825,61.8516418615639,59.3438550786102,67.7047044924419,-8.360849413831708,0.0
409,2014,el Putxet i el Farró,29041.0,87.7,12.3,47.3,1312.0,2117543,1444662,288555,120548,91404,68454,33292,28282,15949,12319.0,12133,1466.0,479,760.0550000000001,11.02,68.97050816696915,57.1115148606493,59.1340715093758,-2.0225566487265,0.0
410,2014,el Raval,48471.0,52.1,47.9,21.1,4218.0,2731261,1538273,169485,213629,126900,143622,172549,17860,242287,11491.0,29450,51621.0,14094,578.4075,10.4825,55.17839255902695,160.753016488029,146.728716123734,14.024300364295016,1.0
411,2014,el Turó de la Peira,15471.0,79.8,20.2,11.6,1125.0,580438,449463,25901,32973,33692,2724,20273,5088,422,4753.0,4851,0.0,298,474.1975,7.795,60.833547145606154,90.0038794775637,93.9480150006466,-3.944135523082906,0.0
412,2014,l'Antiga Esquerra de l'Eixample,41975.0,81.3,18.7,44.2,2017.0,4008268,2307447,379270,338583,219113,338959,98040,155769,109973,6306.0,20592,8790.0,25426,841.99,10.504999999999999,80.15135649690625,67.1428913872042,61.0302754272838,6.112615959920404,1.0
413,2014,la Barceloneta,15181.0,68.7,31.3,23.2,1252.0,1049881,428946,141983,60728,23433,161756,32080,43941,124437,28528.0,3383,0.0,666,563.8125,15.1525,37.2092064015839,98.4507415254237,85.0768008474576,13.37394067796609,1.0
414,2014,la Bordeta,18451.0,88.0,12.0,19.8,1145.0,991059,602343,127477,58227,109050,38674,16472,2514,1402,703.0,1240,0.0,32957,611.495,9.32,65.61105150214593,56.1474073268834,59.1368627024677,-2.989455375584299,0.0
415,2014,la Clota,529.0,83.4,16.6,23.9,22.0,40610,27262,2156,2888,5648,0,1390,411,0,0.0,855,0.0,0,,,,105.566218809981,159.309021113244,-53.742802303263005,0.0
416,2014,la Dreta de l'Eixample,43749.0,80.7,19.3,48.3,1796.0,6581170,3079579,476269,683901,531083,1150565,158119,57938,306930,11488.0,46949,27415.0,50934,945.2175,10.075,93.8181141439206,65.5053068758653,61.7443470235348,3.760959852330501,1.0
417,2014,la Font d'en Fargues,9467.0,94.6,5.4,28.6,672.0,530912,375550,64914,12203,22733,3294,25179,8582,1527,12397.0,2718,1258.0,557,711.3625,9.2425,76.96645929131728,36.864406779661,39.9364406779661,-3.0720338983050937,0.0
418,2014,la Font de la Guatlla,10406.0,81.6,18.4,26.4,788.0,562299,368922,71496,36317,35279,8655,15548,10157,13702,1155.0,1068,0.0,0,641.7125,10.61,60.48185673892554,59.8506159666311,66.1557862062276,-6.3051702395964995,0.0
419,2014,la Guineueta,15090.0,93.0,7.0,15.3,1248.0,737647,511926,60027,38526,12948,25075,17366,3042,3167,27460.0,1929,0.0,36181,613.8225,8.215,74.7197200243457,46.1609989373007,53.2678002125399,-7.1068012752392065,0.0
420,2014,la Marina de Port,30286.0,87.1,12.9,12.5,2292.0,1577524,938003,248043,105063,61938,43326,27063,14761,1044,39758.0,1721,95941.0,863,531.3125,8.032499999999999,66.14534702769998,53.2166272839219,57.9758378540287,-4.759210570106795,0.0
421,2014,la Marina del Prat Vermell,1151.0,91.4,8.6,4.6,136.0,4279879,70831,1425347,254789,2117907,318370,31283,4005,9938,8074.0,155,0.0,39180,,,,50.6993006993007,54.1958041958042,-3.4965034965035002,0.0
422,2014,la Maternitat i Sant Ramon,23735.0,89.6,10.4,34.8,1267.0,2470915,961630,309755,104679,105724,170254,325062,68550,133745,277847.0,5622,140.0,7907,755.9225,10.36,72.96549227799228,43.5409947377355,47.9120692581905,-4.371074520454997,0.0
423,2014,la Nova Esquerra de l'Eixample,57863.0,83.6,16.4,38.1,2970.0,4239336,2471937,572596,335121,220792,305580,114800,62492,54485,20416.0,10196,23882.0,47039,731.13,10.43,70.0987535953979,61.2124472830143,59.6331071347993,1.579340148214996,1.0
424,2014,la Prosperitat,26171.0,87.1,12.9,9.6,1950.0,1068875,777708,99681,73790,55084,8045,28730,9524,1315,12736.0,1622,536.0,104,504.66999999999996,8.8925,56.752319370255826,61.6351719115336,63.0150638200008,-1.3798919084672008,0.0
425,2014,la Sagrada Família,51562.0,83.0,17.0,32.9,2759.0,2998034,2054279,335099,226389,194253,80618,16849,48658,21580,10191.0,1492,3197.0,5429,680.3875,10.465,65.01552795031057,70.098832335913,62.9641903350942,7.1346420008188005,1.0
426,2014,la Sagrera,28914.0,88.0,12.0,20.4,1777.0,1579045,977775,200796,113305,123754,43278,63660,11174,3445,4594.0,1745,0.0,35519,608.9,9.09,66.98569856985698,61.68876482903,63.8520586182833,-2.163293789253302,0.0
427,2014,la Salut,13256.0,87.9,12.1,37.6,708.0,849231,540156,86066,32902,31729,13019,20146,82593,4535,23001.0,13737,665.0,682,669.24,9.93,67.39577039274924,50.7367461643627,56.4332371259304,-5.696490961567697,0.0
428,2014,la Teixonera,11379.0,88.0,12.0,13.6,691.0,506884,365128,69265,33984,25982,3805,1968,4780,719,181.0,1071,0.0,1,486.5675,8.3525,58.25411553427118,64.6261477918671,59.3790992566681,5.247048535198999,1.0
429,2014,la Trinitat Nova,7462.0,82.5,17.5,6.1,861.0,271372,213462,10421,9248,16744,0,12924,3608,0,3631.0,1334,0.0,0,432.47,8.504999999999999,50.84891240446797,79.3178126691933,82.7016783974012,-3.383865728207894,0.0
430,2014,la Trinitat Vella,10268.0,72.2,27.8,8.1,1149.0,412566,257871,43741,33312,38987,5154,11097,3803,1967,2646.0,3253,0.0,10735,422.06,6.9825,60.44539921231651,91.6902646225954,83.9761742017381,7.714090420857289,1.0
431,2014,la Vall d'Hebron,5422.0,91.8,8.2,26.6,321.0,416817,213127,55024,6037,12538,1775,22587,11276,13478,56696.0,22694,0.0,1585,700.145,10.0375,69.75292652552926,48.9981785063752,54.4626593806922,-5.464480874317005,0.0
432,2014,la Verneda i la Pau,28903.0,89.7,10.3,11.1,2092.0,1402359,934490,69762,88266,240214,21913,28787,1837,426,4636.0,1769,0.0,10259,565.06,8.315,67.956704750451,43.9384999826467,43.7302606462361,0.20823933641059966,1.0
433,2014,la Vila Olímpica del Poblenou,9391.0,83.9,16.1,52.7,544.0,1073334,429806,208003,79305,133193,84696,38469,7143,25086,45360.0,736,0.0,21537,1006.8599999999999,13.155,76.53819840364879,53.3959846219564,46.9884664673217,6.407518154634701,1.0
434,2014,la Vila de Gràcia,50680.0,81.7,18.3,41.7,2769.0,3419021,2265823,293504,234790,229195,163688,64974,43543,50235,9063.0,44472,17053.0,2681,681.6324999999999,11.25,60.58955555555555,74.7105930859499,67.8124008880431,6.898192197906795,1.0
435,2014,les Corts,46205.0,90.2,9.8,38.9,2422.0,3838865,1953786,611914,355568,269937,384450,56086,67196,96859,16772.0,13155,4785.0,8357,782.76,11.0775,70.66215301286391,48.0384481558803,50.3870911621434,-2.348643006263096,0.0
436,2014,les Roquetes,15668.0,81.0,19.0,7.1,1321.0,557281,412361,43033,32946,27542,2000,18288,3449,1519,15886.0,257,0.0,0,451.1425,8.345,54.06141402037147,90.4651760472886,80.8918015934207,9.573374453867899,1.0
437,2014,les Tres Torres,16381.0,89.8,10.2,51.2,451.0,1510388,933029,241368,48744,65279,70121,53259,53403,12899,16464.0,15763,59.0,0,1320.32,13.557500000000001,97.38668633597638,48.3262174370398,57.7934533754099,-9.467235938370095,0.0
438,2015,Baró de Viver,2482.0,89.7,10.3,5.7,150.0,110971,80219,10269,11414,2004,651,5883,0,0,0.0,224,0.0,307,284.58,4.886666666666667,58.23601637107776,31.8598168060534,52.5686977299881,-20.708880923934704,0.0
439,2015,Can Baró,8938.0,86.9,13.1,24.2,442.0,413313,318343,30196,22289,25347,4059,7800,2335,1778,1112.0,0,0.0,54,549.2774999999999,9.8325,55.863463005339426,47.831419333259,64.1097112275616,-16.278291894302605,0.0
440,2015,Can Peguera,2267.0,92.9,7.1,7.0,141.0,69811,56595,4100,2894,533,0,5315,0,0,0.0,374,0.0,0,,,,41.5162454873646,50.0902527075812,-8.5740072202166,0.0
441,2015,Canyelles,6946.0,95.9,4.1,10.4,554.0,309727,240025,12396,9648,22239,6908,9220,1768,628,6561.0,105,0.0,229,577.29,7.3566666666666665,78.47168101495242,30.0361010830325,30.6137184115523,-0.5776173285197999,0.0
442,2015,Ciutat Meridiana,10156.0,72.2,27.8,5.7,1146.0,271520,228636,2838,10125,6744,2279,15732,456,2486,1232.0,992,0.0,0,395.4125,6.4875,60.94990366088633,83.1427150671308,82.6454500248633,0.49726504226750023,1.0
443,2015,Diagonal Mar i el Front Marítim del Poblenou,13352.0,83.3,16.7,39.9,803.0,1485614,548317,382668,134111,30526,172153,12505,794,111813,30963.0,2478,56166.0,3120,1032.655,12.4175,83.16126434467485,42.7350427350427,42.9580081753995,-0.222965440356802,0.0
444,2015,Horta,26624.0,91.0,9.0,20.8,1744.0,1383787,906134,146038,89269,70676,13144,48661,34239,4807,42370.0,17859,5124.0,5466,580.01,9.5725,60.59127709584748,48.9152911982554,52.4871226078129,-3.571831409557497,0.0
445,2015,Hostafrancs,15812.0,79.6,20.4,27.0,856.0,1057526,561149,136477,115090,77930,48543,24983,839,77390,11863.0,2478,784.0,0,622.1625,11.02,56.45757713248639,71.1907005969211,71.5048696198555,-0.31416902293439364,0.0
446,2015,Montbau,5070.0,89.8,10.2,22.2,266.0,556385,158338,32526,12914,47619,11693,101148,158391,2513,17628.0,6141,0.0,7474,627.6800000000001,10.192499999999999,61.582536178562684,48.8139580474417,62.5367574985297,-13.722799451088001,0.0
447,2015,Navas,22110.0,86.9,13.1,23.3,1203.0,1080195,766473,127397,90605,52155,13456,12723,2390,5807,1185.0,4563,3087.0,354,672.5025,9.7575,68.92159877017679,54.3060143910938,59.5555957822329,-5.2495813911391025,0.0
448,2015,Pedralbes,11763.0,85.1,14.9,50.7,252.0,1592659,800745,174213,27449,48870,53455,290376,7558,16215,41464.0,27993,1158.0,103163,1714.145,14.1875,120.82079295154185,45.6001348617667,47.6230613621038,-2.0229265003370998,0.0
449,2015,Porta,24536.0,87.3,12.7,15.1,1589.0,1319712,754621,239838,137498,50112,32211,29412,707,21918,34488.0,2527,10555.0,5825,555.47,9.0525,61.36095001380834,57.5161802417878,66.3491675825294,-8.832987340741603,0.0
450,2015,Provençals del Poblenou,20244.0,87.6,12.4,21.7,1228.0,1308049,688461,107482,74108,323567,71824,19979,908,13518,84.0,1862,0.0,6256,661.71,9.995000000000001,66.20410205102552,46.0128680054592,47.5238837980113,-1.5110157925521008,0.0
451,2015,Sant Andreu,56682.0,93.0,7.0,22.5,3456.0,3001849,1997696,357315,235811,216691,29048,57251,42116,10102,29078.0,11346,7626.0,7769,612.3675000000001,10.094999999999999,60.66047548291235,43.7781109445277,46.7060587353382,-2.9279477908105065,0.0
452,2015,Sant Antoni,38248.0,80.4,19.6,33.4,1910.0,2434121,1634214,215406,227313,137115,100701,24842,23545,30832,16056.0,8269,11593.0,4235,764.13,10.8275,70.57307781112907,69.2734796500969,69.7972866795872,-0.5238070294902997,0.0
453,2015,Sant Genís dels Agudells,6693.0,89.5,10.5,17.5,367.0,366344,251270,26653,16488,13401,3421,31987,8727,1051,7157.0,4804,1385.0,0,550.4100000000001,8.1425,67.59717531470679,55.6531927357938,65.9050966608084,-10.251903925014595,0.0
454,2015,Sant Gervasi - Galvany,46968.0,89.1,10.9,50.6,1280.0,5135535,3125678,603434,363341,202936,499722,90273,77366,75807,35356.0,29852,23275.0,8495,1150.0725,12.595,91.31183009130606,49.8557977775893,50.7888709814234,-0.9330732038340983,0.0
455,2015,Sant Gervasi - la Bonanova,25511.0,90.6,9.4,48.7,685.0,2578569,1434701,346456,118608,93127,85754,186392,142196,23671,63582.0,41569,3914.0,38599,1039.9675,12.655,82.17838798893717,53.5305306471022,64.2055820814409,-10.675051434338691,0.0
